age,computertype,disk_capacity_as_kb,disk_model,disk_rpm,disk_type,fieldinterest,gender,gpu_manufacturer,gpu_model,gpu_processor_ddr_capacity,gpu_processor_ddr_number,gpu_processor_ddr_type,gpu_version,mainuse,memory_capacity_as_kb,memory_mhz,memory_type_number,memory_type_type,motherboard_ddrsockets,motherboard_maxram,price,processor_manufacturer,processor_mhz,processor_model,processor_numofcores
34,desk,1073741824,Western Digital Caviar Blue,5400,ssd,office,female,intel,HD Graphics,,,,630.0,programming,8388608,2400,4.0,DDR,2,,2900.0,Intel,3700.0,,6.0
40,laptop,1073741824,,5400,ssd,home,male,Intel,UHD Graphics,,,,620.0,programming,8388608,2133,4.0,DDR,1,,2400.0,AMD,2500.0, PRO 3700U,4.0
27,desk,1073741824,Western Digital Caviar Blue,5400,ssd,home,male,AMD,Radeon Vega,,,,,programming,8388608,2400,4.0,DDR,2,,1600.0,Intel,3500.0,Core i7-4765T,4.0
25,desk,251658240,Kingston® A1000,-1,ssd,home,male,Nvidia,GTX,6291456.0,5.0,DDR,1060.0,personal use,16777216,3000,4.0,DDR,4,,3600.0,Intel,4000.0,Core i5-8400,6.0
23,desk,1073741824,Western Digital Blue,7200,hdd,home,male,Asus,GeForce GTX,6291456.0,6.0,GDDR,1660.0,gaming,8388608,2666,4.0,DDR,4,,3500.0,Intel,2900.0,Core i5-9400F,6.0
24,desk,1073741824,Western Digital Blue,7200,hdd,computers,female,Intel,UHD Graphics,,,,630.0,programming,16777216,2666,4.0,DDR,4,,3250.0,Intel,2800.0,Core i5-8400,6.0
28,desk,524288000,Samsung 860 EVO,-1,ssd,home,male,Nvidia,GeForce RTX,8388608.0,6.0,GDDR,2070.0,gaming,16777216,2666,4.0,DDR,4,,7200.0,Intel,3600.0,Core i7-9700K,8.0
28,desk,251658240,SanDisk SSD Plus,-1,ssd,home,female,Intel,UHD Graphics,,,,630.0,personal use,8388608,2666,4.0,DDR,4,,2400.0,Intel,2800.0,Core i5-8400,6.0
23,desk,251658240,SanDisk SSD Plus,-1,ssd,computers,female,Intel,UHD Graphics,,,,630.0,personal use,8388608,2666,4.0,DDR,4,,2800.0,Intel,3200.0,Core i7-8700,6.0
32,desk,251658240,SanDisk SSD Plus,-1,ssd,home,male,AMD,Radeon,2097152.0,3.0,GDDR,230.0,personal use,4194304,2666,4.0,DDR,4,,2200.0,Intel,2900.0,Core i5-9400F,6.0
33,desk,251658240,SanDisk SSD Plus,-1,ssd,home,male,Intel,UHD Graphics,,,,630.0,personal use,8388608,2666,4.0,DDR,4,,2000.0,Intel,3600.0,Core i3-8100,4.0
20,desk,1073741824,Western Digital Blue,7200,hdd,home,male,Nvidia,GeForce GTX,6291456.0,6.0,GDDR,1660.0,gaming,8388608,2666,4.0,DDR,4,,4200.0,Intel,2900.0,Core i5-9400F,6.0
24,desk,251658240,SanDisk SSD Plus,-1,ssd,computers,male,Intel,UHD Graphics,,,,631.0,programming,16777216,3000,4.0,DDR,4,,3300.0,Intel,3000.0,Core i5-8500,6.0
30,desk,1073741824,Western Digital Blue,7200,hdd,computers,female,Intel,UHD Graphics,,,,630.0,programming,4194304,3000,4.0,DDR,4,,2100.0,Intel,3600.0,Core i3-8100,4.0
28,desk,1073741824,Western Digital Blue,-1,ssd,computers,male,Intel,UHD Graphics,,,,630.0,programming,8388608,1600,4.0,DDR,4,,3000.0,Intel,2800.0,Core i5-8400,6.0
27,desk,524288000,SSD Samsung 860 EVO,-1,ssd,home,female,Intel,UHD Graphics,,,,630.0,programming,16777216,2933,4.0,DDR,4,,4700.0,Intel,3600.0,Core i9-9900K,8.0
27,desk,251658240,SanDisk SSD Plus,-1,ssd,computers,male,Nvidia,GeForce GTX,2097152.0,5.0,DDR,1050.0,gaming,16777216,2666,4.0,DDR,4,,3200.0,Intel,2900.0,Core i5-9400F,6.0
27,desk,251658240,SanDisk SSD Plus,-1,ssd,computers,male,Intel,UHD Graphics,,,,630.0,programming,8388608,2666,4.0,DDR,4,,1900.0,Intel,3600.0,Core i3-8100,4.0
25,desk,503316480,,-1,ssd,home,male,Nvidia,GEFORCE GTX,4194304.0,5.0,DDR,1050.0,personal use,8388608,1600,3.0,DDR,4,,3500.0,Intel,3900.0,Core i7-4770,4.0
24,desk,251658240,Pioneer SL2 APS,-1,ssd,computers,female,Intel,UHD Graphics,,,,630.0,programming,8388608,2140,4.0,DDR,4,,2000.0,Intel,3700.0,Pentium Gold G5400,2.0
23,desk,1073741824,Seagate Barracuda,7200,hdd,computers,male,Intel,UHD Graphics,,,,630.0,programming,4194304,2400,4.0,DDR,4,,1700.0,Intel,3400.0,Core i3-7100T,2.0
24,desk,536870912,Transcend SSD230S,-1,ssd,computers,male,NVIDIA,GeForce GTX,6291456.0,5.0,GDDR,1060.0,gaming,16777216,2666,4.0,DDR,4,,8300.0,Intel,3200.0,Core i7-8700,6.0
29,desk,251658240,Kingston UV500 M.2,-1,ssd,computers,male,AMD,Radeon Vega,,,,,personal use,16777216,2933,4.0,DDR,4,,2800.0,AMD,3500.0,Athlon 240GE,2.0
33,desk,251658240,Kingston A400,-1,ssd,computers,male,intel,HD Graphics,,,,630.0,personal use,8388608,2400,4.0,DDR,4,,2700.0,Intel,3600.0,Core i3-8100,4.0
34,desk,1073741824,Western Digital Caviar Blue,5400,hdd,office,female,intel,HD Graphics,,,,630.0,programming,8388608,2400,4.0,DDR,4,,2900.0,Intel,3700.0,Core i5-9600K,6.0
40,desk,536870912,Transcend SSD230S,-1,ssd,home,female,intel,HD Graphics,,,,630.0,programming,16777216,2400,4.0,DDR,4,,3800.0,Intel,4900.0,Core i7-9700K,8.0
37,desk,503316480,Kingston UV500 2.5,-1,ssd,computers,male,Asus,GTX,6291456.0,5.0,GDDR,1060.0,gaming,8388608,3000,4.0,DDR,4,,4450.0,Intel,3700.0,Core i5-9600K,6.0
27,desk,1073741824,Western Digital Caviar Blue,-1,ssd,office,female,intel,HD Graphics,,,,630.0,work,8388608,2400,4.0,DDR,4,,2300.0,Intel,3600.0,Core i3-8100,4.0
27,desk,251658240,Kingston A400,-1,ssd,home,male,Asus,GT,1048576.0,5.0,GDDR,710.0,programming,8388608,2400,4.0,DDR,4,,2000.0,AMD,3400.0,Ryzen 5 2600,6.0
27,desk,1073741824,Western Digital Caviar Blue,5400,hdd,home,male,AMD,Radeon Vega,,,,,programming,8388608,2400,4.0,DDR,4,,1600.0,AMD,3500.0,Ryzen 3 2200G,4.0
25,desk,251658240,Kingston A400,-1,ssd,computers,male,ASUS,ROG STRIX-GTX,2097152.0,5.0,GDDR,1050.0,gaming,8388608,2666,4.0,DDR,4,,4450.0,Intel,2900.0,Core i5-9400F,6.0
24,desk,536870912,Transcend SSD230S,-1,ssd,computers,male,Intel,UHD Graphics,,,,620.0,programming,8388608,2400,4.0,DDR,4,,3150.0,Intel,3700.0,Core i5-9600K,6.0
23,desk,536870912,SanDisk SSD Plus,-1,ssd,computers,female,Intel,UHD Graphics,,,,620.0,personal use,8388608,2666,4.0,DDR,4,,2000.0,Intel,3600.0,Core i3-8100,4.0
23,desk,1073741824,Western Digital Blue,7200,ssd,home,male,Asus,GeForce GTX,6291456.0,6.0,GDDR,1660.0,gaming,8388608,2666,4.0,DDR,4,,3500.0,Intel,2900.0,Core i5-9400F,6.0
24,desk,1073741824,Western Digital Blue,7200,ssd,computers,female,Intel,UHD Graphics,,,,630.0,programming,16777216,2666,4.0,DDR,4,,3250.0,Intel,2800.0,Core i5-8400,6.0
20,desk,1073741824,Western Digital Blue,7200,ssd,home,male,Nvidia,GeForce GTX,6291456.0,6.0,GDDR,1660.0,gaming,8388608,2666,4.0,DDR,4,,4200.0,Intel,2900.0,Core i5-9400F,6.0
30,desk,1073741824,Western Digital Blue,7200,ssd,computers,female,Intel,UHD Graphics,,,,630.0,programming,4194304,3000,4.0,DDR,4,,2100.0,Intel,3600.0,Core i3-8100,4.0
23,desk,1073741824,Seagate Barracuda,7200,ssd,computers,male,Intel,UHD Graphics,,,,630.0,programming,4194304,2400,4.0,DDR,4,,1700.0,Intel,3400.0,Core i3-7100T,2.0
34,desk,1073741824,Western Digital Caviar Blue,5400,ssd,office,female,intel,HD Graphics,,,,630.0,programming,8388608,2400,4.0,DDR,4,,2900.0,Intel,3700.0,Core i5-9600K,6.0
27,desk,1073741824,Western Digital Caviar Blue,5400,ssd,home,male,AMD,Radeon Vega,,,,,programming,8388608,2400,4.0,DDR,4,,1600.0,AMD,3500.0,Ryzen 3 2200G,4.0
25,desk,251658240,Kingston® A1000,-1,ssd,home,male,Nvidia,GTX,6291456.0,5.0,DDR,1060.0,personal use,16777216,3000,4.0,DDR,4,,3600.0,Intel,4000.0,Xeon Silver 4110,6.0
23,desk,1073741824,Western Digital Blue,7200,hdd,home,male,Asus,GeForce GTX,6291456.0,6.0,GDDR,1660.0,gaming,8388608,2666,4.0,DDR,4,,3500.0,Intel,2900.0,Xeon E5-2618L,6.0
24,desk,1073741824,Western Digital Blue,7200,hdd,computers,female,Intel,UHD Graphics,,,,630.0,programming,16777216,2666,4.0,DDR,4,,3250.0,Intel,2800.0,Xeon Silver 4110,6.0
28,desk,524288000,Samsung 860 EVO,-1,ssd,home,male,Nvidia,GeForce RTX,8388608.0,6.0,GDDR,2070.0,gaming,16777216,2666,4.0,DDR,4,,7200.0,Intel,3600.0,Xeon E5-2697,8.0
28,desk,251658240,SanDisk SSD Plus,-1,ssd,home,female,Intel,UHD Graphics,,,,630.0,personal use,8388608,2666,4.0,DDR,4,,2400.0,Intel,2800.0,Xeon Silver 4110,6.0
23,desk,251658240,SanDisk SSD Plus,-1,ssd,computers,female,Intel,UHD Graphics,,,,630.0,personal use,8388608,2666,4.0,DDR,4,,2800.0,Intel,3200.0,Xeon Silver 4123,6.0
32,desk,251658240,SanDisk SSD Plus,-1,ssd,home,male,AMD,Radeon,2097152.0,3.0,GDDR,230.0,personal use,4194304,2666,4.0,DDR,4,,2200.0,Intel,2900.0,Xeon E5-2618L,6.0
33,desk,251658240,SanDisk SSD Plus,-1,ssd,home,male,Intel,UHD Graphics,,,,630.0,personal use,8388608,2666,4.0,DDR,4,,2000.0,Intel,3600.0,Core i3-8300T,4.0
20,desk,1073741824,Western Digital Blue,7200,hdd,home,male,Nvidia,GeForce GTX,6291456.0,6.0,GDDR,1660.0,gaming,8388608,2666,4.0,DDR,4,,4200.0,Intel,2900.0,Xeon E5-2618L,6.0
24,desk,251658240,SanDisk SSD Plus,-1,ssd,computers,male,Intel,UHD Graphics,,,,631.0,programming,16777216,3000,4.0,DDR,4,,3300.0,Intel,3000.0,Xeon E3-1285,6.0
30,desk,1073741824,Western Digital Blue,7200,hdd,computers,female,Intel,UHD Graphics,,,,630.0,programming,4194304,3000,4.0,DDR,4,,2100.0,Intel,3600.0,Core i3-8300T,4.0
28,desk,1073741824,Western Digital Blue,-1,ssd,computers,male,Intel,UHD Graphics,,,,630.0,programming,8388608,1600,4.0,DDR,4,,3000.0,Intel,2800.0,Xeon Silver 4110,6.0
27,desk,524288000,SSD Samsung 860 EVO,-1,ssd,home,female,Intel,UHD Graphics,,,,630.0,programming,16777216,2933,4.0,DDR,4,,4700.0,Intel,3600.0,Xeon E5-2695,8.0
27,desk,251658240,SanDisk SSD Plus,-1,ssd,computers,male,Nvidia,GeForce GTX,2097152.0,5.0,DDR,1050.0,gaming,16777216,2666,4.0,DDR,4,,3200.0,Intel,2900.0,Xeon E5-2618L,6.0
27,desk,251658240,SanDisk SSD Plus,-1,ssd,computers,male,Intel,UHD Graphics,,,,630.0,programming,8388608,2666,4.0,DDR,4,,1900.0,Intel,3600.0,Core i3-8300T,4.0
25,desk,503316480,,-1,ssd,home,male,Nvidia,GEFORCE GTX,4194304.0,5.0,DDR,1050.0,personal use,8388608,1600,3.0,DDR,4,,3500.0,AMD,3900.0,Ryzen 5 1500X,4.0
24,desk,251658240,Pioneer SL2 APS,-1,ssd,computers,female,Intel,UHD Graphics,,,,630.0,programming,8388608,2140,4.0,DDR,4,,2000.0,Intel,3700.0,Xeon E5-2418L,2.0
23,desk,1073741824,Seagate Barracuda,7200,hdd,computers,male,Intel,UHD Graphics,,,,630.0,programming,4194304,2400,4.0,DDR,4,,1700.0,Intel,3400.0,Xeon W3520,2.0
24,desk,536870912,Transcend SSD230S,-1,ssd,computers,male,NVIDIA,GeForce GTX,6291456.0,5.0,GDDR,1060.0,gaming,16777216,2666,4.0,DDR,4,,8300.0,Intel,3200.0,Xeon Silver 4123,6.0
29,desk,251658240,Kingston UV500 M.2,-1,ssd,computers,male,AMD,Radeon Vega,,,,,personal use,16777216,2933,4.0,DDR,4,,2800.0,AMD,3500.0,Athlon X4 860K,2.0
33,desk,251658240,Kingston A400,-1,ssd,computers,male,intel,HD Graphics,,,,630.0,personal use,8388608,2400,4.0,DDR,4,,2700.0,AMD,3600.0,Ryzen 7 2800H,4.0
34,desk,1073741824,Western Digital Caviar Blue,5400,hdd,office,female,intel,HD Graphics,,,,630.0,programming,8388608,2400,4.0,DDR,4,,2900.0,Intel,3700.0,Xeon E5-2663,6.0
40,desk,536870912,Transcend SSD230S,-1,ssd,home,female,intel,HD Graphics,,,,630.0,programming,16777216,2400,4.0,DDR,4,,3800.0,Intel,4900.0,Xeon E5-2697,8.0
37,desk,503316480,Kingston UV500 2.5,-1,ssd,computers,male,Asus,GTX,6291456.0,5.0,GDDR,1060.0,gaming,8388608,3000,4.0,DDR,4,,4450.0,Intel,3700.0,Xeon E5-2663,6.0
27,desk,1073741824,Western Digital Caviar Blue,-1,ssd,office,female,intel,HD Graphics,,,,630.0,work,8388608,2400,4.0,DDR,4,,2300.0,AMD,3600.0,Ryzen 7 2800H,4.0
27,desk,251658240,Kingston A400,-1,ssd,home,male,Asus,GT,1048576.0,5.0,GDDR,710.0,programming,8388608,2400,4.0,DDR,4,,2000.0,Intel,3400.0,,6.0
27,desk,1073741824,Western Digital Caviar Blue,5400,hdd,home,male,AMD,Radeon Vega,,,,,programming,8388608,2400,4.0,DDR,4,,1600.0,Intel,3500.0,Xeon E5-1410,4.0
25,desk,251658240,Kingston A400,-1,ssd,computers,male,ASUS,ROG STRIX-GTX,2097152.0,5.0,GDDR,1050.0,gaming,8388608,2666,4.0,DDR,4,,4450.0,Intel,2900.0,Xeon E5-2618L,6.0
24,desk,536870912,Transcend SSD230S,-1,ssd,computers,male,Intel,UHD Graphics,,,,620.0,programming,8388608,2400,4.0,DDR,4,,3150.0,Intel,3700.0,Xeon E5-2663,6.0
23,desk,536870912,SanDisk SSD Plus,-1,ssd,computers,female,Intel,UHD Graphics,,,,620.0,personal use,8388608,2666,4.0,DDR,4,,2000.0,Intel,3600.0,Core i3-8300T,4.0
23,desk,1073741824,Western Digital Blue,7200,ssd,home,male,Asus,GeForce GTX,6291456.0,6.0,GDDR,1660.0,gaming,8388608,2666,4.0,DDR,4,,3500.0,Intel,2900.0,Xeon E5-2618L,6.0
24,desk,1073741824,Western Digital Blue,7200,ssd,computers,female,Intel,UHD Graphics,,,,630.0,programming,16777216,2666,4.0,DDR,4,,3250.0,Intel,2800.0,Xeon Silver 4110,6.0
20,desk,1073741824,Western Digital Blue,7200,ssd,home,male,Nvidia,GeForce GTX,6291456.0,6.0,GDDR,1660.0,gaming,8388608,2666,4.0,DDR,4,,4200.0,Intel,2900.0,Xeon E5-2618L,6.0
30,desk,1073741824,Western Digital Blue,7200,ssd,computers,female,Intel,UHD Graphics,,,,630.0,programming,4194304,3000,4.0,DDR,4,,2100.0,Intel,3600.0,Core i3-8300T,4.0
23,desk,1073741824,Seagate Barracuda,7200,ssd,computers,male,Intel,UHD Graphics,,,,630.0,programming,4194304,2400,4.0,DDR,4,,1700.0,Intel,3400.0,Xeon W3520,2.0
34,desk,1073741824,Western Digital Caviar Blue,5400,ssd,office,female,intel,HD Graphics,,,,630.0,programming,8388608,2400,4.0,DDR,4,,2900.0,Intel,3700.0,Xeon E5-2663,6.0
27,desk,1073741824,Western Digital Caviar Blue,5400,ssd,home,male,AMD,Radeon Vega,,,,,programming,8388608,2400,4.0,DDR,4,,1600.0,Intel,3500.0,Xeon E5-1410,4.0
25,desk,251658240,Kingston® A1000,-1,ssd,home,male,Nvidia,GTX,6291456.0,5.0,DDR,1060.0,personal use,16777216,3000,4.0,DDR,4,,3600.0,Intel,4000.0,Xeon E5-2665,6.0
23,desk,1073741824,Western Digital Blue,7200,hdd,home,male,Asus,GeForce GTX,6291456.0,6.0,GDDR,1660.0,gaming,8388608,2666,4.0,DDR,4,,3500.0,Intel,2900.0,Xeon E5-2670,6.0
24,desk,1073741824,Western Digital Blue,7200,hdd,computers,female,Intel,UHD Graphics,,,,630.0,programming,16777216,2666,4.0,DDR,4,,3250.0,Intel,2800.0,Xeon E5-2665,6.0
28,desk,524288000,Samsung 860 EVO,-1,ssd,home,male,Nvidia,GeForce RTX,8388608.0,6.0,GDDR,2070.0,gaming,16777216,2666,4.0,DDR,4,,7200.0,AMD,3600.0, PRO 2700X,8.0
28,desk,251658240,SanDisk SSD Plus,-1,ssd,home,female,Intel,UHD Graphics,,,,630.0,personal use,8388608,2666,4.0,DDR,4,,2400.0,Intel,2800.0,Xeon E5-2665,6.0
23,desk,251658240,SanDisk SSD Plus,-1,ssd,computers,female,Intel,UHD Graphics,,,,630.0,personal use,8388608,2666,4.0,DDR,4,,2800.0,Intel,3200.0,Xeon E5-2675,6.0
32,desk,251658240,SanDisk SSD Plus,-1,ssd,home,male,AMD,Radeon,2097152.0,3.0,GDDR,230.0,personal use,4194304,2666,4.0,DDR,4,,2200.0,Intel,2900.0,Xeon E5-2670,6.0
33,desk,251658240,SanDisk SSD Plus,-1,ssd,home,male,Intel,UHD Graphics,,,,630.0,personal use,8388608,2666,4.0,DDR,4,,2000.0,AMD,3600.0, PRO 1300,4.0
20,desk,1073741824,Western Digital Blue,7200,hdd,home,male,Nvidia,GeForce GTX,6291456.0,6.0,GDDR,1660.0,gaming,8388608,2666,4.0,DDR,4,,4200.0,Intel,2900.0,Xeon E5-2670,6.0
24,desk,251658240,SanDisk SSD Plus,-1,ssd,computers,male,Intel,UHD Graphics,,,,631.0,programming,16777216,3000,4.0,DDR,4,,3300.0,Intel,3000.0,Xeon E5-4650,6.0
30,desk,1073741824,Western Digital Blue,7200,hdd,computers,female,Intel,UHD Graphics,,,,630.0,programming,4194304,3000,4.0,DDR,4,,2100.0,AMD,3600.0, PRO 1300,4.0
28,desk,1073741824,Western Digital Blue,-1,ssd,computers,male,Intel,UHD Graphics,,,,630.0,programming,8388608,1600,4.0,DDR,4,,3000.0,Intel,2800.0,Xeon E5-2665,6.0
27,desk,524288000,SSD Samsung 860 EVO,-1,ssd,home,female,Intel,UHD Graphics,,,,630.0,programming,16777216,2933,4.0,DDR,4,,4700.0,AMD,3600.0,Ryzen 5 3600,8.0
27,desk,251658240,SanDisk SSD Plus,-1,ssd,computers,male,Nvidia,GeForce GTX,2097152.0,5.0,DDR,1050.0,gaming,16777216,2666,4.0,DDR,4,,3200.0,Intel,2900.0,Xeon E5-2670,6.0
27,desk,251658240,SanDisk SSD Plus,-1,ssd,computers,male,Intel,UHD Graphics,,,,630.0,programming,8388608,2666,4.0,DDR,4,,1900.0,AMD,3600.0, PRO 1300,4.0
25,desk,503316480,,-1,ssd,home,male,Nvidia,GEFORCE GTX,4194304.0,5.0,DDR,1050.0,personal use,8388608,1600,3.0,DDR,4,,3500.0,Intel,3900.0,Xeon E5-2470,4.0
24,desk,251658240,Pioneer SL2 APS,-1,ssd,computers,female,Intel,UHD Graphics,,,,630.0,programming,8388608,2140,4.0,DDR,4,,2000.0,Intel,3700.0,Pentium Gold G5500,2.0
23,desk,1073741824,Seagate Barracuda,7200,hdd,computers,male,Intel,UHD Graphics,,,,630.0,programming,4194304,2400,4.0,DDR,4,,1700.0,Intel,3400.0,Core i3-4160,2.0
24,desk,536870912,Transcend SSD230S,-1,ssd,computers,male,NVIDIA,GeForce GTX,6291456.0,5.0,GDDR,1060.0,gaming,16777216,2666,4.0,DDR,4,,8300.0,Intel,3200.0,Xeon E5-2675,6.0
29,desk,251658240,Kingston UV500 M.2,-1,ssd,computers,male,AMD,Radeon Vega,,,,,personal use,16777216,2933,4.0,DDR,4,,2800.0,Intel,3500.0,Core i3-6098P,2.0
33,desk,251658240,Kingston A400,-1,ssd,computers,male,intel,HD Graphics,,,,630.0,personal use,8388608,2400,4.0,DDR,4,,2700.0,Intel,3600.0,Xeon E3-1280,4.0
34,desk,1073741824,Western Digital Caviar Blue,5400,hdd,office,female,intel,HD Graphics,,,,630.0,programming,8388608,2400,4.0,DDR,4,,2900.0,Intel,3700.0,,6.0
40,desk,536870912,Transcend SSD230S,-1,ssd,home,female,intel,HD Graphics,,,,630.0,programming,16777216,2400,4.0,DDR,4,,3800.0,AMD,4900.0, PRO 2700X,8.0
37,desk,503316480,Kingston UV500 2.5,-1,ssd,computers,male,Asus,GTX,6291456.0,5.0,GDDR,1060.0,gaming,8388608,3000,4.0,DDR,4,,4450.0,Intel,3700.0,,6.0
27,desk,1073741824,Western Digital Caviar Blue,-1,ssd,office,female,intel,HD Graphics,,,,630.0,work,8388608,2400,4.0,DDR,4,,2300.0,Intel,3600.0,Xeon E3-1280,4.0
27,desk,251658240,Kingston A400,-1,ssd,home,male,Asus,GT,1048576.0,5.0,GDDR,710.0,programming,8388608,2400,4.0,DDR,4,,2000.0,Intel,3400.0,Core i7-6850K,6.0
27,desk,1073741824,Western Digital Caviar Blue,5400,hdd,home,male,AMD,Radeon Vega,,,,,programming,8388608,2400,4.0,DDR,4,,1600.0,Intel,3500.0,Core i7-4765T,4.0
25,desk,251658240,Kingston A400,-1,ssd,computers,male,ASUS,ROG STRIX-GTX,2097152.0,5.0,GDDR,1050.0,gaming,8388608,2666,4.0,DDR,4,,4450.0,Intel,2900.0,Xeon E5-2670,6.0
24,desk,536870912,Transcend SSD230S,-1,ssd,computers,male,Intel,UHD Graphics,,,,620.0,programming,8388608,2400,4.0,DDR,4,,3150.0,Intel,3700.0,,6.0
23,desk,536870912,SanDisk SSD Plus,-1,ssd,computers,female,Intel,UHD Graphics,,,,620.0,personal use,8388608,2666,4.0,DDR,4,,2000.0,AMD,3600.0, PRO 1300,4.0
23,desk,1073741824,Western Digital Blue,7200,ssd,home,male,Asus,GeForce GTX,6291456.0,6.0,GDDR,1660.0,gaming,8388608,2666,4.0,DDR,4,,3500.0,Intel,2900.0,Xeon E5-2670,6.0
24,desk,1073741824,Western Digital Blue,7200,ssd,computers,female,Intel,UHD Graphics,,,,630.0,programming,16777216,2666,4.0,DDR,4,,3250.0,Intel,2800.0,Xeon E5-2665,6.0
20,desk,1073741824,Western Digital Blue,7200,ssd,home,male,Nvidia,GeForce GTX,6291456.0,6.0,GDDR,1660.0,gaming,8388608,2666,4.0,DDR,4,,4200.0,Intel,2900.0,Xeon E5-2670,6.0
30,desk,1073741824,Western Digital Blue,7200,ssd,computers,female,Intel,UHD Graphics,,,,630.0,programming,4194304,3000,4.0,DDR,4,,2100.0,AMD,3600.0, PRO 1300,4.0
23,desk,1073741824,Seagate Barracuda,7200,ssd,computers,male,Intel,UHD Graphics,,,,630.0,programming,4194304,2400,4.0,DDR,4,,1700.0,Intel,3400.0,Core i3-4160,2.0
34,desk,1073741824,Western Digital Caviar Blue,5400,ssd,office,female,intel,HD Graphics,,,,630.0,programming,8388608,2400,4.0,DDR,4,,2900.0,Intel,3700.0,,6.0
27,desk,1073741824,Western Digital Caviar Blue,5400,ssd,home,male,AMD,Radeon Vega,,,,,programming,8388608,2400,4.0,DDR,4,,1600.0,Intel,3500.0,Core i7-4765T,4.0
29,laptop,524288000,ST500LM000-SSHD-8GB,5400,hdd,computers,male,NVIDIA,GeForce,962560.0,3.0,DDR,940.0,programming,8388608,1600,3.0,DDR,2,8388608.0,3200.0,Intel,2500.0,Core i7-6500U,4.0
22,laptop,268435456,,-1,ssd,home,female,Intel,HD Graphics,,,,620.0,programming,8388608,2666,3.0,DDR,2,,3000.0,Intel,2500.0,Core i3-8145U,2.0
30,laptop,268435456,,-1,ssd,office,male,Intel,HD Graphics,,,,620.0,work,8388608,3000,3.0,DDR,2,,3700.0,Intel,2300.0,Core i5-8265U,4.0
34,laptop,268435456,,-1,ssd,office,female,Intel,UHD Graphics,,,,620.0,work,4194304,3000,3.0,DDR,2,,2800.0,Intel,2700.0,Core i3-8130U,2.0
27,laptop,268435456,,-1,ssd,home,female,Intel,UHD Graphics,,,,620.0,programming,8388608,1866,3.0,LPDDR,2,,4000.0,Intel,2300.0,Core i5-8265U,4.0
24,laptop,268435456,,-1,ssd,computers,male,Intel,UHD Graphics,,,,620.0,personal use,8388608,2133,3.0,LPDDR,2,,4100.0,Intel,2300.0,Core i5-8265U,4.0
27,laptop,536870912,,-1,ssd,computers,male,Intel,UHD Graphics,,,,620.0,personal use,8388608,1866,3.0,LPDDR,2,,4300.0,Intel,2300.0,Core i5-8265U,4.0
35,laptop,268435456,,-1,ssd,home,male,Intel,UHD Graphics,,,,620.0,personal use,8388608,2133,3.0,LPDDR,2,,5000.0,Intel,2300.0,Core i5-8265U,4.0
32,laptop,268435456,,-1,ssd,office,male,Intel,UHD Graphics,,,,620.0,work,8388608,2400,3.0,LPDDR,2,,4000.0,Intel,1800.0,Core i7-8550U,4.0
29,laptop,524288000,ST500LM000-SSHD-8GB,5400,ssd,computers,male,NVIDIA,GeForce,962560.0,3.0,DDR,940.0,programming,8388608,1600,3.0,DDR,2,8388608.0,3200.0,Intel,2500.0,Core i7-6500U,4.0
29,laptop,524288000,ST500LM000-SSHD-8GB,5400,hdd,computers,male,NVIDIA,GeForce,962560.0,3.0,DDR,940.0,programming,8388608,1600,3.0,DDR,2,8388608.0,3200.0,Intel,2500.0,Core i5-3360M,4.0
22,laptop,268435456,,-1,ssd,home,female,Intel,HD Graphics,,,,620.0,programming,8388608,2666,3.0,DDR,2,,3000.0,Intel,2500.0,Core i3-4360,2.0
30,laptop,268435456,,-1,ssd,office,male,Intel,HD Graphics,,,,620.0,work,8388608,3000,3.0,DDR,2,,3700.0,Intel,2300.0,Xeon E3-1240,4.0
34,laptop,268435456,,-1,ssd,office,female,Intel,UHD Graphics,,,,620.0,work,4194304,3000,3.0,DDR,2,,2800.0,AMD,2700.0,Phenom II X6 1405T,2.0
27,laptop,268435456,,-1,ssd,home,female,Intel,UHD Graphics,,,,620.0,programming,8388608,1866,3.0,LPDDR,2,,4000.0,Intel,2300.0,Xeon E3-1240,4.0
24,laptop,268435456,,-1,ssd,computers,male,Intel,UHD Graphics,,,,620.0,personal use,8388608,2133,3.0,LPDDR,2,,4100.0,Intel,2300.0,Xeon E3-1240,4.0
27,laptop,536870912,,-1,ssd,computers,male,Intel,UHD Graphics,,,,620.0,personal use,8388608,1866,3.0,LPDDR,2,,4300.0,Intel,2300.0,Xeon E3-1240,4.0
35,laptop,268435456,,-1,ssd,home,male,Intel,UHD Graphics,,,,620.0,personal use,8388608,2133,3.0,LPDDR,2,,5000.0,Intel,2300.0,Xeon E3-1240,4.0
32,laptop,268435456,,-1,ssd,office,male,Intel,UHD Graphics,,,,620.0,work,8388608,2400,3.0,LPDDR,2,,4000.0,Intel,1800.0,Core i7-3740QM,4.0
29,laptop,524288000,ST500LM000-SSHD-8GB,5400,ssd,computers,male,NVIDIA,GeForce,962560.0,3.0,DDR,940.0,programming,8388608,1600,3.0,DDR,2,8388608.0,3200.0,Intel,2500.0,Core i5-3360M,4.0
29,laptop,524288000,ST500LM000-SSHD-8GB,5400,hdd,computers,male,NVIDIA,GeForce,962560.0,3.0,DDR,940.0,programming,8388608,1600,3.0,DDR,2,8388608.0,3200.0,Intel,2500.0,Core i5-4300M,4.0
